Payment Plan Name,Deposit to Price Ratio,Daily rate,LLR
272vff,0.1924,2300,0.091
273v13,0.2102,2100,0.1679
274v18,0.1928,2340,0.2392
275v10,0.1798,2550,0.2051
276vR2,0.1435,2900,0.1519
277vv5,0.2142,2100,0.1652
278v16,0.1894,2450,0.2579
279v16,0.1894,2450,0.2356
280v14,0.1805,2600,0.3465
281v14,0.1805,2600,0.2081
282vv6,0.175,2700,0.1638
283vv7,0.2143,2150,0.1355
284v16,0.1869,2550,0.2084
285v16,0.1869,2550,0.2175
286v11,0.1812,2650,0.2053
287v10,0.1812,2650,0.2106
288vv6,0.2112,2200,0.179
289vv1,0.1738,2800,0.4916
290vv3,0.1555,3200,0.2169
291vv2,0.1555,3200,0.2385
292vv4,0.1555,3200,0.2109
293vv8,0.2069,2300,0.1944
294v11,0.1846,2650,0.1749
295v10,0.1846,2650,0.2009
296v13,0.1846,2650,0.44
297v12,0.1846,2650,0.219
298vv7,0.1739,2850,0.1341
299vv2,0.1771,2800,0.0033
300v12,0.1798,2800,0.2894
301vv5,0.1609,3200,0.2216
302vv4,0.1609,3200,0.2403
303v22,0.1923,2600,0.2599
304v22,0.1923,2600,0.2368
305vv7,0.1508,3000,0.2497
306vv6,0.1508,3000,0.0559
307v20,0.1863,2800,0.2513
308v20,0.1863,2800,0.2512
309vv1,0.2115,2400,0.0034
310v21,0.2016,2550,0.1663
311vv1,0.2129,2400,0.4507
312v18,0.2012,2600,0.2316
313v18,0.2012,2600,0.1066
314v12,0.1842,2900,0.2095
315v12,0.1842,2900,0.1835
316v15,0.1816,2950,0.3456
317v14,0.1816,2950,0.2359
318v23,0.205,2550,0.1269
319v20,0.2045,2600,0.0961
320vv8,0.1798,3050,0.1697
321vv8,0.1798,3050,0.1821
322vv9,0.1706,3250,0.21
323vv8,0.1706,3250,0.2302
324v11,0.1685,3300,0.2411
325v10,0.1685,3300,0.2358
326vv1,0.2021,2650,0.343
327vv1,0.1649,3400,0.3801
328vv1,0.1649,3400,0.5721
329vv2,0.1649,3400,0.2105
330vv6,0.1572,3600,0.1397
331vv6,0.1572,3600,0.2664
332vv5,0.1572,3600,0.1882
333vv4,0.1536,3700,0.3022
334v19,0.2005,2720,0.0894
335v13,0.1843,3020,0.1892
336v13,0.1843,3020,0.2177
337vv9,0.1786,3200,0.2794
338vv9,0.1786,3200,0.2093
339v13,0.1679,3450,0.0139
340vff,0.1997,2800,0.0095
341vv1,0.1718,3500,0.5136
342vv3,0.164,3700,0.1757
343vv2,0.164,3700,0.1812
344v13,0.2084,2800,0.1487
345vv8,0.2121,2900,0.17
346vv1,0.2065,3000,0.169
347vv3,0.1578,5650,0.1207
348vv9,0.2122,2950,0.3099
349vv4,0.1544,5900,0.4847
350vv2,0.1544,5900,0.4123
351v10,0.1793,3750,0.1675
352vv4,0.1566,5900,0.1704
353v&F,0.1626,4500,0.0649
354vv7,0.163,6000,0.1532
355vv8,0.1638,6150,0.093
356v16,0.1884,4000,0.2032
357v16,0.1884,4000,0.1929
358v11,0.1798,4300,0.1773
359v12,0.1798,4300,0.1776
360v0L,0.1025,4700,0.2612
361vv1,0.1504,7300,0.0566
362vv4,0.149,7300,0.141
363vv2,0.149,7300,0.0079
364v15,0.189,5800,0.1859
365v15,0.189,5800,0.1484
366v11,0.1798,6250,0.2399
367v11,0.1798,6250,0.0827
368v16,0.1879,6000,0.1171
369v16,0.1879,6000,0.1779
370v12,0.1802,6400,0.0039
371v12,0.1802,6400,0.0174
372vv2,0.1579,7500,0.1216
373v&F,0.1575,5700,0.223
374vv4,0.171,7350,0.1871
375vv1,0.1473,9200,0.7619
376vv4,0.1459,9200,0.1566
377vv2,0.1459,9200,0.2188
378vv6,0.1796,8100,0.1994
379vv6,0.1796,8100,0.0504
380vv7,0.1796,8100,0.1167
381vv4,0.1649,9000,0.683
382vv3,0.1649,9000,0.1099
383vv6,0.1714,9100,0.1279
384v14,0.1897,9450,0.0788
385v14,0.1897,9450,0.0122
386vv8,0.1809,10100,0.6638
387vv9,0.1809,10100,0.1724
